device_class,device_name,backend,llamacpp_commit,patch_applied,variant,mmproj_variant,mode,prompt_tokens,image_tokens,audio_tokens,audio_seconds,gen_tokens,run_idx,thermal_state,ttft_ms,encoder_ms,prefill_tps,decode_tps,total_ms,peak_rss_gb,peak_vram_gb,avg_power_w,idle_power_w,energy_j_per_1k_tok,notes,power_boundary,avg_power_w_raw,power_samples_used,device_id,source_file,source_row
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,text-128,138,,,,256,1,sustained,245.558,,1033.507,48.821,5468.751,8.1966,12.291,112.671,11.139,2071.427,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,1
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,vision,1101,1036,,,256,1,sustained,2718.921,,777.847,48.77,7947.566,8.5786,12.3945,93.149,11.139,1674.777,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,16
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,vision,1101,1036,,,256,2,sustained,1364.506,,1166.046,47.811,6697.967,8.6095,12.4336,104.324,11.139,1940.463,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,17
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,vision,1101,1036,,,256,3,sustained,1429.12,,1165.827,48.004,6741.219,8.6388,12.4336,103.036,11.139,1906.036,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,18
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,vision,1101,1036,,,256,4,sustained,1271.954,,1326.823,48.801,6497.272,8.6135,12.4336,102.392,11.139,1862.106,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,19
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,vision,1101,1036,,,256,5,sustained,1178.794,,1428.067,49.16,6365.982,8.6251,12.4336,106.157,11.139,1924.661,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,20
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-30s,1540,,1512,30,256,1,sustained,2339.115,,1454.738,48.903,7553.489,8.8687,12.4609,95.373,11.139,1715.98,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,21
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-30s,1540,,1512,30,256,2,sustained,1841.886,,1645.197,48.382,7112.464,8.8655,12.4727,99.415,11.139,1817.155,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,22
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-30s,1540,,1512,30,256,3,sustained,1744.796,,1804.411,48.294,7024.925,8.8687,12.4727,101.825,11.139,1860.152,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,23
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-30s,1540,,1512,30,256,4,sustained,1744.642,,1812.36,47.973,7060.126,8.8694,12.4727,101.728,11.139,1877.627,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,24
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-30s,1540,,1512,30,256,5,sustained,1815.729,,1784.121,48.012,7126.882,8.8694,12.4727,101.538,11.139,1858.172,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,25
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,512,10,256,1,sustained,2004.911,,941.96,48.432,7270.007,9.0243,12.4727,95.41,11.139,1732.861,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,26
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,512,10,256,2,sustained,1208.513,,1149.895,49.65,6344.433,9.0247,12.4727,103.041,11.139,1843.387,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,27
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,512,10,256,3,sustained,1158.897,,1253.595,48.917,6371.815,9.0418,12.4727,103.086,11.139,1871.969,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,28
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,512,10,256,4,sustained,1288.324,,1117.931,48.666,6528.076,9.0262,12.4727,99.405,11.139,1807.136,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,29
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,audio-10s,540,,512,10,256,5,sustained,1250.94,,1108.349,48.675,6489.763,9.0264,12.4727,103.434,11.139,1888.271,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,30
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,138,,,,256,1,sustained,200.576,,1558.019,73.518,3669.137,4.5586,8.7734,110.67,11.139,1348.489,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,31
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,138,,,,256,2,sustained,253.293,,1060.201,72.732,3759.33,4.5586,8.7773,106.797,11.139,1308.423,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,32
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,138,,,,256,3,sustained,321.564,,909.175,70.465,3940.386,4.5586,8.7891,101.523,11.139,1277.438,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,33
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,138,,,,256,4,sustained,254.91,,1289.587,70.748,3859.266,4.5586,8.7891,106.603,11.139,1343.648,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,34
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,138,,,,256,5,sustained,313.279,,810.482,67.597,4085.632,4.5586,8.7891,102.704,11.139,1349.445,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,35
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,523,,,,256,1,sustained,417.679,,2825.454,73.009,3910.389,4.4518,8.7891,101.204,11.139,1228.451,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,36
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,523,,,,256,2,sustained,344.084,,2681.474,70.605,3955.742,4.4519,8.7891,108.091,11.139,1381.721,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,37
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,523,,,,256,3,sustained,374.173,,2423.877,69.595,4038.233,4.4519,8.7891,105.287,11.139,1347.114,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,38
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,523,,,,256,4,sustained,376.502,,2312.297,72.184,3909.117,4.4519,8.7891,107.377,11.139,1327.749,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,39
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,523,,,,256,5,sustained,300.373,,2910.552,73.041,3791.556,4.4519,8.7891,108.229,11.139,1323.717,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,40
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2058,,,,256,1,sustained,629.444,,4197.447,67.247,4421.46,4.4524,8.7891,107.138,11.139,1421.3,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,41
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2058,,,,256,2,sustained,736.899,,3641.53,67.675,4504.914,4.4524,8.7891,107.676,11.139,1420.694,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,42
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2058,,,,256,3,sustained,651.821,,3899.3,69.633,4313.871,4.4524,8.7754,106.786,11.139,1368.011,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,43
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2058,,,,256,4,sustained,628.531,,4195.154,69.76,4283.906,4.4524,8.7754,108.875,11.139,1394.953,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,44
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2058,,,,256,5,sustained,625.101,,4232.704,69.111,4314.833,4.4524,8.7754,108.008,11.139,1395.857,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,45
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1036,,,256,1,sustained,3037.445,,671.895,68.874,6739.836,4.9599,8.8789,85.571,11.139,1075.27,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,46
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1036,,,256,2,sustained,1469.414,,1112.738,72.104,5005.975,4.9682,8.916,97.769,11.139,1204.897,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,47
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1036,,,256,3,sustained,1255.839,,1302.49,68.997,4951.655,4.988,8.916,100.65,11.139,1291.987,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,48
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1036,,,256,4,sustained,1319.4,,1251.257,68.946,5017.931,4.9793,8.916,100.101,11.139,1284.803,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,49
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1036,,,256,5,sustained,1185.221,,1446.134,72.387,4707.945,4.9985,8.916,103.201,11.139,1266.973,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,50
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1512,30,256,1,sustained,2522.34,,1396.684,66.804,6339.499,5.2276,8.9434,90.15,11.139,1177.775,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,51
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1512,30,256,2,sustained,2010.16,,1506.289,69.346,5687.398,5.225,8.957,94.179,11.139,1192.618,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,52
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1512,30,256,3,sustained,1767.858,,1851.019,69.151,5455.433,5.2289,8.957,98.259,11.139,1254.81,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,53
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1512,30,256,4,sustained,1860.56,,1685.776,68.221,5598.439,5.2296,8.957,94.49,11.139,1216.32,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,54
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1512,30,256,5,sustained,1726.513,,1938.59,70.409,5348.191,5.2296,8.957,97.083,11.139,1201.001,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,55
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,512,10,256,1,sustained,1693.98,,1099.843,71.796,5245.704,5.3842,8.957,91.02,11.139,1108.318,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,56
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,512,10,256,2,sustained,1286.445,,1032.388,70.177,4920.138,5.3843,8.957,93.91,11.139,1174.647,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,57
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,512,10,256,3,sustained,1226.978,,1156.679,69.323,4905.432,5.3854,8.957,98.419,11.139,1241.691,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,58
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,512,10,256,4,sustained,1291.399,,1116.378,69.442,4963.509,5.3858,8.957,96.277,11.139,1220.797,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,59
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,512,10,256,5,sustained,1300.578,,1098.586,70.525,4916.296,5.4018,8.957,97.161,11.139,1214.535,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,60
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,138,,,,256,1,sustained,214.09,,1376.765,79.95,3403.586,3.6525,7.8594,109.03,11.139,1219.757,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,61
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,138,,,,256,2,sustained,260.104,,936.647,80.069,3444.874,3.6525,7.8594,102.429,11.139,1135.416,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,62
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,138,,,,256,3,sustained,239.241,,1198.978,80.671,3400.235,3.6525,7.8594,102.377,11.139,1126.249,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,63
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,138,,,,256,4,sustained,206.23,,1549.43,82.069,3313.385,3.6525,7.8594,101.935,11.139,1101.08,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,64
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,138,,,,256,5,sustained,208.886,,1361.215,80.217,3387.782,3.6525,7.8594,106.835,11.139,1174.243,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,65
discrete-gpu-laptop,"RTX 4090 Laptop GPU (ASUS ROG, 16GB VRAM)",CUDA,ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,523,,,,256,1,sustained,526.855,,2396.038,78.078,3792.8,3.5456,7.8594,103.137,11.139,1173.29,,gpu-package (nvidia-smi power.draw; CPU package not captured),,,D1,rtx/results.csv,66
